Job titiles,AI Impact,Tasks,AI models,AI_Workload_Ratio,Domain,Predicted_AI_Impact
Staff Nurse,35,236,841,0.2806183115338882,Medical & Healthcare,30.85
Environmental Specialist,35,376,1239,0.3034705407586763,Supply Chain & Logistics,30.626666666666665
Staffing Recruiter,35,870,2826,0.3078556263269639,Law Enforcement,35.7
Aircraft Engineer,35,93,688,0.1351744186046511,Construction,33.95333333333333
Asic Design Engineer,35,98,699,0.1402002861230329,Sales & Marketing,36.74666666666667
Circuit Design Engineer,35,96,697,0.1377331420373027,Hospitality,39.53
Dsp Engineer,35,438,1225,0.3575510204081633,Communication & PR,34.913333333333334
Field Application Engineer,35,444,1220,0.3639344262295082,Data & IT,34.92
Field Service Engineer,35,425,1217,0.3492193919474117,Administrative & Clerical,33.46
Ic Design Engineer,35,448,1243,0.3604183427192277,Leadership & Strategy,34.25333333333333
Integration Engineer,35,525,1396,0.3760744985673352,Medical & Healthcare,32.47666666666667
Chemistry Tutor,35,117,730,0.1602739726027397,Supply Chain & Logistics,33.49
Childcare Teacher,35,125,884,0.1414027149321267,Law Enforcement,45.96
Computer Science Tutor,35,418,1297,0.3222821896684656,Construction,34.99333333333333
Director Of Education,35,438,1326,0.3303167420814479,Sales & Marketing,35.21333333333333
Grant Coordinator,35,499,1630,0.3061349693251534,Hospitality,35.943333333333335
Hvac Instructor,35,273,917,0.2977099236641221,Communication & PR,34.13333333333333
Instructor,35,406,1238,0.3279483037156704,Data & IT,35.22
Library Media Specialist,35,720,2380,0.3025210084033613,Administrative & Clerical,36.56666666666667
School Librarian,35,694,2295,0.30239651416122,Leadership & Strategy,36.68666666666667
Vocational Counselor,35,713,2178,0.3273645546372819,Medical & Healthcare,39.99333333333333
Clinical Research Coordinator,35,294,1874,0.1568836712913554,Supply Chain & Logistics,34.11666666666667
Clinical Research Manager,35,294,1874,0.1568836712913554,Law Enforcement,34.45
Health Coach,35,404,1322,0.3055975794251134,Construction,35.83
Lab Assistant,35,458,1498,0.3057409879839786,Sales & Marketing,36.38666666666666
Medical Laboratory Scientist,35,342,1343,0.2546537602382725,Hospitality,30.5
Medical Laboratory Technician,35,339,1339,0.2531740104555638,Communication & PR,32.45
Medical Laboratory Technologist,35,340,1340,0.2537313432835821,Data & IT,30.91
Medical Technician,35,306,1131,0.2705570291777188,Administrative & Clerical,34.623333333333335
Medical Technologist,35,301,1125,0.2675555555555555,Leadership & Strategy,33.38333333333333
Health Services Manager,35,436,1437,0.3034098816979819,Medical & Healthcare,37.01
Intake Coordinator,35,434,1412,0.3073654390934844,Supply Chain & Logistics,36.82
Medical Interpreter,35,419,1730,0.2421965317919075,Law Enforcement,25.88
Medical Secretary,35,585,2151,0.2719665271966527,Construction,35.83
Patient Access Representative,35,441,1710,0.2578947368421053,Sales & Marketing,30.65
Patient Access Specialist,35,440,1709,0.2574605032182563,Hospitality,27.843333333333334
Fire Investigator,35,424,1308,0.3241590214067278,Communication & PR,35.46666666666667
Ranger,35,203,720,0.2819444444444444,Data & IT,30.883333333333333
Title Processor,35,685,2075,0.3301204819277108,Administrative & Clerical,37.016666666666666
Inventory Control Manager,35,546,1774,0.3077790304396843,Leadership & Strategy,42.223333333333336
Logistics Specialist,35,805,2534,0.3176795580110497,Medical & Healthcare,36.733333333333334
Supply Planner,35,745,2408,0.3093853820598006,Supply Chain & Logistics,36.166666666666664
Blog Writer,35,327,2442,0.1339066339066339,Law Enforcement,33.33
Blogger,35,328,2417,0.1357054199420769,Construction,34.28666666666667
Content Writer,35,553,2025,0.2730864197530864,Sales & Marketing,29.953333333333333
Corporate Event Planner,35,508,1624,0.312807881773399,Hospitality,36.083333333333336
Event Coordinator,35,502,1632,0.3075980392156863,Communication & PR,37.45666666666666
Media Coordinator,35,1020,3559,0.2865973588086541,Data & IT,34.93
Multimedia Specialist,35,982,3476,0.2825086306098964,Administrative & Clerical,34.03333333333333
Public Relations Coordinator,35,974,3481,0.2798046538351048,Leadership & Strategy,32.35
Packaging,35,161,1310,0.1229007633587786,Medical & Healthcare,36.81666666666667
Communications Technician,35,125,792,0.1578282828282828,Supply Chain & Logistics,33.083333333333336
Insurance Specialist,35,240,1523,0.1575837163493105,Law Enforcement,33.1
Representative,35,261,1681,0.1552647233789411,Construction,36.21
Business Continuity Manager,35,306,1947,0.1571648690292758,Sales & Marketing,38.1
Channel Sales Manager,35,348,2205,0.1578231292517006,Hospitality,35.46666666666667
Regional Manager,35,309,1904,0.1622899159663865,Communication & PR,26.81
Butcher,35,55,513,0.1072124756335282,Data & IT,37.983333333333334
Director Of Finance,35,287,1774,0.1617812852311161,Administrative & Clerical,31.676666666666666
Infusion Nurse,35,113,864,0.130787037037037,Leadership & Strategy,46.24
Psychiatric Nurse Practitioner,35,121,897,0.1348940914158305,Medical & Healthcare,41.64
Care Manager,35,221,1544,0.1431347150259067,Supply Chain & Logistics,33.2
Computer Support Specialist,35,134,1090,0.1229357798165137,Law Enforcement,27.423333333333332
Cyber Security Engineer,35,99,694,0.1426512968299711,Construction,34.333333333333336
Front Desk Supervisor,35,194,1236,0.156957928802589,Sales & Marketing,30.86
Administrative Services Manager,35,294,1879,0.1564662054284193,Hospitality,33.67666666666667
Chief Risk Officer,35,279,1788,0.1560402684563758,Communication & PR,27.55
Business Administrator,35,238,1432,0.1662011173184357,Data & IT,36.03333333333333
Information Technology Manager,35,276,1906,0.1448058761804826,Administrative & Clerical,30.856666666666666
Knowledge Manager,35,272,1587,0.1713925645872716,Leadership & Strategy,32.63333333333333
Management Analyst,35,442,2925,0.1511111111111111,Medical & Healthcare,31.883333333333333
Management Consultant,35,231,1336,0.1729041916167664,Supply Chain & Logistics,33.86666666666667
Managing Consultant,35,232,1341,0.1730052199850857,Law Enforcement,33.25
Process Consultant,35,243,1378,0.1763425253991291,Construction,30.426666666666666
Production Team Leader,35,254,1552,0.163659793814433,Sales & Marketing,24.863333333333333
Shift Manager,35,233,1888,0.1234110169491525,Hospitality,41.60666666666667
Shop Manager,35,238,1929,0.1233799896319336,Communication & PR,45.7
Strategic Planning Manager,35,262,2038,0.1285574092247301,Data & IT,33.92
Strategy Manager,35,262,1999,0.1310655327663832,Administrative & Clerical,33.07666666666667
Traffic Manager,35,281,2146,0.1309412861136999,Leadership & Strategy,55.163333333333334
Transportation Manager,35,278,1819,0.1528312259483232,Medical & Healthcare,25.763333333333332
Channel Manager,35,218,1291,0.168861347792409,Supply Chain & Logistics,25.666666666666668
Director Of Business Development,35,220,1334,0.1649175412293853,Law Enforcement,35.36666666666667
Inside Sales Manager,35,225,1454,0.15474552957359,Construction,36.85
Parts Advisor,35,246,1893,0.1299524564183835,Sales & Marketing,32.82666666666667
Product Trainer,35,264,1946,0.1356628982528263,Hospitality,31.55666666666667
Sales Specialist,35,271,2075,0.1306024096385542,Communication & PR,47.373333333333335
Senior Sales Manager,35,263,2064,0.127422480620155,Data & IT,41.43333333333333
Telecom Sales,35,257,1909,0.1346254583551597,Administrative & Clerical,25.966666666666665
Aesthetic Nurse,35,108,726,0.1487603305785124,Leadership & Strategy,33.54333333333334
Certified Nurse Aide,35,90,657,0.136986301369863,Medical & Healthcare,36.71333333333333
Informatics Nurse,35,114,761,0.1498028909329829,Supply Chain & Logistics,35.98
Licensed Practical Nurse,35,80,588,0.1360544217687075,Law Enforcement,34.78666666666667
Licensed Practical Nurse Lpn,34,80,588,0.1360544217687075,Construction,33.096666666666664
Lpn Nurse,33,81,588,0.1377551020408163,Sales & Marketing,31.826666666666668
Mental Health Nurse,33,112,582,0.1924398625429553,Hospitality,31.986666666666668
Occupational Health Nurse,33,106,565,0.1876106194690265,Communication & PR,33.013333333333335
Practical Nurse,33,95,445,0.2134831460674157,Data & IT,32.973333333333336
Interviewer,33,160,1173,0.1364023870417732,Administrative & Clerical,35.99
Operations Specialist,33,232,1489,0.1558092679650772,Leadership & Strategy,31.42
Production Coordinator,33,255,1739,0.1466359976998275,Medical & Healthcare,33.10333333333333
Risk Manager,32,244,1904,0.1281512605042016,Supply Chain & Logistics,43.13666666666666
Component Engineer,32,192,1452,0.1322314049586777,Law Enforcement,30.66
Electronic Engineer,32,202,1552,0.1301546391752577,Construction,31.0
Energy Engineer,32,182,1114,0.163375224416517,Sales & Marketing,29.88
Equipment Engineer,32,191,1369,0.139517896274653,Hospitality,69.63333333333334
Failure Analysis Engineer,32,196,1498,0.1308411214953271,Communication & PR,33.223333333333336
Hvac Engineer,32,146,1343,0.1087118391660461,Data & IT,40.64666666666667
Material Engineer,31,168,1167,0.1439588688946015,Administrative & Clerical,31.716666666666665
Mechanical Design Engineer,31,181,1193,0.151718357082984,Leadership & Strategy,33.3
Mechanical Engineer,30,173,1196,0.1446488294314381,Medical & Healthcare,29.74
Metallurgical Engineer,30,154,823,0.1871202916160388,Supply Chain & Logistics,30.2
Osp Engineer,30,156,842,0.1852731591448931,Law Enforcement,29.283333333333335
Performance Test Engineer,30,215,1405,0.1530249110320284,Construction,32.56666666666667
Physical Design Engineer,30,174,1152,0.1510416666666666,Sales & Marketing,30.83
Planning Engineer,30,171,1213,0.1409727947238252,Hospitality,34.623333333333335
Principal Electrical Engineer,30,161,1138,0.1414762741652021,Communication & PR,44.79
Principal Engineer,30,163,1140,0.1429824561403508,Data & IT,32.74666666666667
Principal Mechanical Engineer,30,161,1138,0.1414762741652021,Administrative & Clerical,41.24
Process Engineer,30,180,1214,0.1482701812191103,Leadership & Strategy,29.706666666666667
Product Engineer,30,186,1214,0.1532125205930807,Medical & Healthcare,39.49666666666667
Professional Engineer,30,151,802,0.1882793017456359,Supply Chain & Logistics,29.76
Propulsion Engineer,30,134,745,0.1798657718120805,Law Enforcement,29.346666666666668
Satellite Engineer,30,151,1198,0.1260434056761268,Construction,33.85666666666667
Senior Civil Engineer,30,156,1257,0.1241050119331742,Sales & Marketing,31.323333333333334
Senior Electrical Engineer,30,160,1263,0.126682501979414,Hospitality,31.666666666666668
Senior Engineer,30,160,1427,0.1121233356692361,Communication & PR,33.85
Senior Mechanical Design Engineer,30,161,1285,0.1252918287937743,Data & IT,35.656666666666666
Senior Mechanical Engineer,30,160,1263,0.126682501979414,Administrative & Clerical,30.783333333333335
Solar Engineer,30,153,1201,0.1273938384679434,Leadership & Strategy,40.873333333333335
Stress Engineer,30,145,1219,0.1189499589827727,Medical & Healthcare,28.51
Structural Design Engineer,30,147,1208,0.1216887417218543,Supply Chain & Logistics,31.746666666666666
Structural Engineer,30,146,1228,0.1188925081433224,Law Enforcement,29.313333333333333
Technical Engineer,30,162,1327,0.1220798794272795,Construction,35.85666666666667
Tooling Engineer,30,170,1375,0.1236363636363636,Sales & Marketing,34.516666666666666
Validation Engineer,30,94,683,0.1376281112737921,Hospitality,32.36
Building Maintenance,30,131,890,0.147191011235955,Communication & PR,44.08
Building Manager,30,158,984,0.1605691056910569,Data & IT,33.233333333333334
Business Office Manager,30,223,1349,0.1653076352853966,Administrative & Clerical,29.85
Enrolled Agent,30,107,733,0.145975443383356,Leadership & Strategy,35.03666666666667
Facility Manager,30,168,976,0.1721311475409836,Medical & Healthcare,27.976666666666667
Facility Supervisor,30,162,964,0.1680497925311203,Supply Chain & Logistics,26.766666666666666
Health And Safety Coordinator,30,177,1197,0.1478696741854636,Law Enforcement,29.88
Office Coordinator,30,193,1334,0.1446776611694153,Construction,33.61666666666667
Office Secretary,30,183,1289,0.1419705197827773,Sales & Marketing,37.52333333333333
Operations Coordinator,30,228,1468,0.1553133514986376,Hospitality,29.916666666666668
Production Controller,30,252,1611,0.1564245810055866,Communication & PR,29.35
Program Coordinator,30,229,1606,0.1425902864259028,Data & IT,31.436666666666667
Registrar,30,129,736,0.1752717391304347,Administrative & Clerical,30.856666666666666
Scheduler,30,209,1553,0.1345782356728911,Leadership & Strategy,27.67
Service Assistant,30,187,1033,0.1810261374636979,Medical & Healthcare,26.8
Support Coordinator,30,294,2160,0.1361111111111111,Supply Chain & Logistics,28.1
Value Stream Manager,30,261,1776,0.1469594594594594,Law Enforcement,27.456666666666667
Chauffeur,30,56,442,0.1266968325791855,Construction,37.03333333333333
City Driver,30,58,451,0.1286031042128603,Sales & Marketing,37.733333333333334
Forklift Operator,30,144,1383,0.1041214750542299,Hospitality,33.913333333333334
Lift Operator,30,106,1187,0.0893007582139848,Communication & PR,34.07
Packer,30,100,511,0.1956947162426614,Data & IT,31.156666666666666
Personal Driver,30,69,364,0.1895604395604395,Administrative & Clerical,30.94
Assistant Cook,30,99,686,0.1443148688046647,Leadership & Strategy,31.266666666666666
Cafe Manager,30,211,1354,0.155834564254062,Medical & Healthcare,31.04
Catering Coordinator,30,259,1902,0.1361724500525762,Supply Chain & Logistics,28.076666666666668
Catering Sales Manager,30,232,1373,0.1689730517115804,Law Enforcement,31.583333333333332
Club Manager,30,141,878,0.1605922551252847,Construction,28.63
Coffee Shop Manager,30,131,850,0.1541176470588235,Sales & Marketing,35.93
Cook,30,84,610,0.1377049180327869,Hospitality,32.153333333333336
Director Of Events,30,242,1342,0.180327868852459,Communication & PR,25.633333333333333
Director Of Food And Beverage,30,126,785,0.1605095541401273,Data & IT,40.37
Executive Pastry Chef,30,105,731,0.1436388508891929,Administrative & Clerical,31.15
Food And Beverage Manager,30,212,1442,0.1470180305131761,Leadership & Strategy,27.243333333333332
Food Broker,30,157,1152,0.1362847222222222,Medical & Healthcare,34.76
Food Manager,30,180,1227,0.1466992665036675,Supply Chain & Logistics,37.556666666666665
Food Services Manager,30,187,1255,0.149003984063745,Law Enforcement,33.45666666666666
Guest Relations Manager,30,206,1762,0.1169125993189557,Construction,31.35333333333333
Guest Services Manager,30,208,1764,0.1179138321995464,Sales & Marketing,33.01
Hospitality Manager,30,192,1637,0.1172877214416615,Hospitality,55.31666666666667
Hotel Assistant Manager,30,175,1493,0.117213663764233,Communication & PR,42.026666666666664
Hotel Concierge,30,174,1563,0.1113243761996161,Data & IT,35.75
Hotel Housekeeping,30,133,1086,0.1224677716390423,Administrative & Clerical,30.203333333333333
Hotel Manager,30,172,1225,0.1404081632653061,Leadership & Strategy,32.29
Housekeeping Manager,30,158,1171,0.1349274124679761,Medical & Healthcare,34.58
Housekeeping Supervisor,30,153,1157,0.132238547968885,Supply Chain & Logistics,37.92333333333333
Kitchen Manager,30,165,1172,0.1407849829351536,Law Enforcement,36.27
