Job titiles,Domain,AI Impact,Model_AI_Impact,Job_Resilience_Score,Resilience_Level
Web Designer,Leadership & Strategy,40,11.683333333333334,88.31666666666666,High Resilience
Compensation Specialist,Medical & Healthcare,40,40.3,59.7,Medium Resilience
Hr Analyst,Supply Chain & Logistics,40,39.18,60.82,Medium Resilience
Payroll Administrator,Law Enforcement,40,40.306666666666665,59.693333333333335,Medium Resilience
Placement Coordinator,Construction,40,41.35,58.65,Medium Resilience
Public Relations,Sales & Marketing,40,40.266666666666666,59.733333333333334,Medium Resilience
Recruiting Assistant,Hospitality,40,40.1,59.9,Medium Resilience
Recruiting Coordinator,Communication & PR,40,40.23333333333333,59.76666666666667,Medium Resilience
Recruitment Manager,Data & IT,40,40.18333333333333,59.81666666666667,Medium Resilience
Sales Recruiter,Administrative & Clerical,40,40.223333333333336,59.776666666666664,Medium Resilience
Staffing Consultant,Leadership & Strategy,40,32.96666666666667,67.03333333333333,Medium Resilience
Staffing Coordinator,Medical & Healthcare,40,39.14333333333333,60.85666666666667,Medium Resilience
Staffing Manager,Supply Chain & Logistics,40,39.53,60.47,Medium Resilience
Staffing Specialist,Law Enforcement,40,39.36,60.64,Medium Resilience
Technology Trainer,Construction,40,30.98,69.02,Medium Resilience
Workforce Management Analyst,Sales & Marketing,40,40.303333333333335,59.696666666666665,Medium Resilience
Assistant District Attorney,Hospitality,40,40.6,59.4,Medium Resilience
Associate Attorney,Communication & PR,40,40.05,59.95,Medium Resilience
Contract Attorney,Data & IT,40,35.65,64.35,Medium Resilience
Defense Attorney,Administrative & Clerical,40,36.96333333333333,63.03666666666667,Medium Resilience
Immigration Attorney,Leadership & Strategy,40,38.39666666666667,61.60333333333333,Medium Resilience
Immigration Paralegal,Medical & Healthcare,40,33.306666666666665,66.69333333333333,Medium Resilience
Legal Administrative Assistant,Supply Chain & Logistics,40,31.76333333333333,68.23666666666668,Medium Resilience
Legal Assistant,Law Enforcement,40,17.106666666666666,82.89333333333333,High Resilience
Legal Secretary,Construction,40,29.08333333333333,70.91666666666667,High Resilience
Litigation Associate,Sales & Marketing,40,37.34,62.66,Medium Resilience
Litigation Attorney,Hospitality,40,38.806666666666665,61.193333333333335,Medium Resilience
Litigation Legal Assistant,Communication & PR,40,38.25,61.75,Medium Resilience
Litigation Paralegal,Data & IT,40,37.04666666666667,62.95333333333333,Medium Resilience
Real Estate Paralegal,Administrative & Clerical,40,32.71333333333333,67.28666666666666,Medium Resilience
Senior Paralegal,Leadership & Strategy,40,28.746666666666663,71.25333333333333,High Resilience
Community Outreach Coordinator,Medical & Healthcare,40,38.16666666666666,61.83333333333334,Medium Resilience
Community Outreach Specialist,Supply Chain & Logistics,40,38.016666666666666,61.983333333333334,Medium Resilience
Fundraising Manager,Law Enforcement,40,38.583333333333336,61.416666666666664,Medium Resilience
Outreach Coordinator,Construction,40,36.21666666666667,63.78333333333333,Medium Resilience
Volunteer,Sales & Marketing,40,31.24333333333333,68.75666666666667,Medium Resilience
Event Producer,Hospitality,40,33.39333333333333,66.60666666666667,Medium Resilience
Sports Information Director,Communication & PR,40,33.833333333333336,66.16666666666666,Medium Resilience
Mechanical Designer,Data & IT,40,36.09,63.91,Medium Resilience
Mechatronics Engineer,Administrative & Clerical,40,24.26333333333333,75.73666666666668,High Resilience
Noc Engineer,Leadership & Strategy,40,40.086666666666666,59.913333333333334,Medium Resilience
Office Engineer,Medical & Healthcare,40,33.1,66.9,Medium Resilience
Operating Engineer,Supply Chain & Logistics,40,32.096666666666664,67.90333333333334,Medium Resilience
Process Control Engineer,Law Enforcement,40,38.306666666666665,61.693333333333335,Medium Resilience
Procurement Engineer,Construction,40,41.31666666666667,58.68333333333333,Medium Resilience
Project Engineer,Sales & Marketing,40,38.27666666666666,61.72333333333334,Medium Resilience
Resident Engineer,Hospitality,40,39.766666666666666,60.233333333333334,Medium Resilience
Rf Design Engineer,Communication & PR,40,41.16666666666666,58.83333333333334,Medium Resilience
Rf Engineer,Data & IT,40,41.62,58.38,Medium Resilience
Site Engineer,Administrative & Clerical,40,22.45,77.55,High Resilience
Storage Engineer,Leadership & Strategy,40,28.956666666666667,71.04333333333334,High Resilience
Supplier Quality Engineer,Medical & Healthcare,40,32.0,68.0,Medium Resilience
Support Engineer,Supply Chain & Logistics,40,30.363333333333333,69.63666666666667,Medium Resilience
Telecom Engineer,Law Enforcement,40,31.726666666666667,68.27333333333334,Medium Resilience
Voip Engineer,Construction,40,32.696666666666665,67.30333333333334,Medium Resilience
Welding,Sales & Marketing,40,33.24,66.75999999999999,Medium Resilience
Business Coordinator,Hospitality,40,39.53333333333333,60.46666666666667,Medium Resilience
Documentation Specialist,Communication & PR,40,38.4,61.6,Medium Resilience
Facilities Administrator,Data & IT,40,39.373333333333335,60.626666666666665,Medium Resilience
Front Office Coordinator,Administrative & Clerical,40,39.15,60.85,Medium Resilience
Incident Manager,Leadership & Strategy,40,39.88333333333333,60.11666666666667,Medium Resilience
Maintenance Director,Medical & Healthcare,40,39.35,60.65,Medium Resilience
Production Clerk,Supply Chain & Logistics,40,20.523333333333333,79.47666666666666,High Resilience
Records Manager,Law Enforcement,40,38.61,61.39,Medium Resilience
Scheduling Coordinator,Construction,40,38.836666666666666,61.163333333333334,Medium Resilience
Technical Assistant,Sales & Marketing,40,16.14,83.86,High Resilience
Virtual Assistant,Hospitality,40,40.266666666666666,59.733333333333334,Medium Resilience
Box Truck Driver,Communication & PR,40,39.05,60.95,Medium Resilience
Concrete Truck Driver,Data & IT,40,35.28333333333333,64.71666666666667,Medium Resilience
Courier Driver,Administrative & Clerical,40,36.23333333333333,63.76666666666667,Medium Resilience
Driver,Leadership & Strategy,40,33.723333333333336,66.27666666666667,Medium Resilience
Dump Truck Driver,Medical & Healthcare,40,31.883333333333333,68.11666666666667,Medium Resilience
Freight Agent,Supply Chain & Logistics,40,39.97,60.03,Medium Resilience
Fuel Truck Driver,Law Enforcement,40,36.11666666666667,63.88333333333333,Medium Resilience
Garbage Truck Driver,Construction,40,37.266666666666666,62.733333333333334,Medium Resilience
Heavy Truck Driver,Sales & Marketing,40,37.25333333333333,62.74666666666667,Medium Resilience
Non Cdl Driver,Hospitality,40,32.233333333333334,67.76666666666667,Medium Resilience
Professional Driver,Communication & PR,40,38.7,61.3,Medium Resilience
Route Driver,Data & IT,40,36.84333333333333,63.15666666666667,Medium Resilience
Shuttle Bus Driver,Administrative & Clerical,40,38.553333333333335,61.446666666666665,Medium Resilience
Shuttle Driver,Leadership & Strategy,40,35.766666666666666,64.23333333333333,Medium Resilience
Tow Truck Driver,Medical & Healthcare,40,33.54666666666667,66.45333333333333,Medium Resilience
Caterer,Supply Chain & Logistics,40,40.03,59.97,Medium Resilience
Catering Manager,Law Enforcement,40,39.65,60.35,Medium Resilience
Food Service Director,Construction,40,40.64666666666667,59.35333333333333,Medium Resilience
Front Desk Associate,Sales & Marketing,40,38.4,61.6,Medium Resilience
Guest Services,Hospitality,40,39.14,60.86,Medium Resilience
Hotel Night Auditor,Communication & PR,40,31.466666666666665,68.53333333333333,Medium Resilience
Lab Aide,Data & IT,40,29.01333333333333,70.98666666666668,High Resilience
Risk Management Specialist,Administrative & Clerical,40,40.16,59.84,Medium Resilience
Lease Administrator,Leadership & Strategy,40,39.59,60.41,Medium Resilience
Loss Mitigation Specialist,Medical & Healthcare,40,36.79333333333334,63.20666666666666,Medium Resilience
Agronomist,Supply Chain & Logistics,40,34.1,65.9,Medium Resilience
Associate Scientist,Law Enforcement,40,39.92666666666667,60.07333333333333,Medium Resilience
Biological Scientist,Construction,40,28.83,71.17,High Resilience
Biological Technician,Sales & Marketing,40,37.42333333333333,62.57666666666667,Medium Resilience
Biostatistician,Hospitality,40,41.8,58.2,Medium Resilience
Chemical Operator,Communication & PR,40,36.19,63.81,Medium Resilience
Computational Biologist,Data & IT,40,38.583333333333336,61.416666666666664,Medium Resilience
Environmental Chemist,Administrative & Clerical,40,28.49,71.51,High Resilience
Environmental Scientist,Leadership & Strategy,40,37.68333333333333,62.31666666666667,Medium Resilience
Lab Technologist,Medical & Healthcare,40,30.21,69.78999999999999,Medium Resilience
Laboratory Analyst,Supply Chain & Logistics,40,34.38333333333333,65.61666666666667,Medium Resilience
Radiology Technician,Law Enforcement,40,33.9,66.1,Medium Resilience
Research Associate,Construction,40,39.96,60.04,Medium Resilience
Accounting Auditor,Sales & Marketing,40,39.15,60.85,Medium Resilience
Accounts Payable Specialist,Hospitality,40,40.15,59.85,Medium Resilience
Accounts Receivable Specialist,Communication & PR,40,40.25,59.75,Medium Resilience
Audit Associate,Data & IT,40,40.23333333333333,59.76666666666667,Medium Resilience
Billing Analyst,Administrative & Clerical,40,39.7,60.3,Medium Resilience
Budget Manager,Leadership & Strategy,40,36.95,63.05,Medium Resilience
Budget Officer,Medical & Healthcare,40,39.736666666666665,60.263333333333335,Medium Resilience
CPA,Supply Chain & Logistics,40,39.77333333333333,60.22666666666667,Medium Resilience
Certified Public Accountant,Law Enforcement,40,39.07333333333333,60.92666666666667,Medium Resilience
Chartered Accountant,Construction,40,39.38,60.62,Medium Resilience
Collection Manager,Sales & Marketing,40,42.21666666666667,57.78333333333333,Medium Resilience
Collection Supervisor,Hospitality,40,39.94,60.06,Medium Resilience
Credit Counselor,Communication & PR,40,39.85,60.15,Medium Resilience
Financial Counselor,Data & IT,40,39.71666666666667,60.28333333333333,Medium Resilience
Financial Reporting Manager,Administrative & Clerical,40,37.38333333333333,62.61666666666667,Medium Resilience
Investment Analyst,Leadership & Strategy,40,32.516666666666666,67.48333333333333,Medium Resilience
Loan Analyst,Medical & Healthcare,40,39.55,60.45,Medium Resilience
Portfolio Analyst,Supply Chain & Logistics,40,43.5,56.5,Medium Resilience
Treasury Analyst,Law Enforcement,40,40.76,59.24,Medium Resilience
Underwriter,Construction,40,35.43333333333333,64.56666666666666,Medium Resilience
Case Manager,Sales & Marketing,40,35.266666666666666,64.73333333333333,Medium Resilience
Clinical Supervisor,Hospitality,40,38.32666666666667,61.67333333333333,Medium Resilience
Health Information Manager,Communication & PR,40,39.66666666666666,60.33333333333334,Medium Resilience
Healthcare Recruiter,Data & IT,40,41.06666666666667,58.93333333333333,Medium Resilience
Intake Specialist,Administrative & Clerical,40,39.52666666666666,60.47333333333334,Medium Resilience
Medical Case Manager,Leadership & Strategy,40,37.32,62.68,Medium Resilience
Medical Information Specialist,Medical & Healthcare,40,36.18333333333333,63.81666666666667,Medium Resilience
Medical Manager,Supply Chain & Logistics,40,38.18,61.82,Medium Resilience
Medical Scheduler,Law Enforcement,40,39.54666666666667,60.45333333333333,Medium Resilience
Patient Financial Counselor,Construction,40,30.18,69.82,Medium Resilience
Patient Registrar,Sales & Marketing,40,33.513333333333335,66.48666666666666,Medium Resilience
Patient Service Representative,Hospitality,40,33.97666666666667,66.02333333333334,Medium Resilience
Patient Service Specialist,Communication & PR,40,31.813333333333333,68.18666666666667,Medium Resilience
Patient Services Representative,Data & IT,40,31.41,68.59,Medium Resilience
Screener,Administrative & Clerical,40,35.03333333333333,64.96666666666667,Medium Resilience
Criminal Investigator,Leadership & Strategy,40,35.18333333333333,64.81666666666666,Medium Resilience
Food Inspector,Medical & Healthcare,40,37.98333333333333,62.01666666666667,Medium Resilience
Game Warden,Supply Chain & Logistics,40,34.916666666666664,65.08333333333334,Medium Resilience
Regulatory Specialist,Law Enforcement,40,40.11666666666667,59.88333333333333,Medium Resilience
Cargo Agent,Construction,40,38.79333333333334,61.20666666666666,Medium Resilience
Inventory Planner,Sales & Marketing,40,37.8,62.2,Medium Resilience
Logistics Administrator,Hospitality,40,37.43333333333333,62.56666666666667,Medium Resilience
Logistics Analyst,Communication & PR,40,36.61666666666667,63.38333333333333,Medium Resilience
Logistics Planner,Data & IT,40,29.416666666666668,70.58333333333333,High Resilience
Purchasing Specialist,Administrative & Clerical,40,40.0,60.0,Medium Resilience
Senior Buyer,Leadership & Strategy,40,37.193333333333335,62.806666666666665,Medium Resilience
Supply Chain Planner,Medical & Healthcare,40,30.8,69.2,Medium Resilience
Certified Personal Trainer,Supply Chain & Logistics,40,41.46666666666667,58.53333333333333,Medium Resilience
Anchor,Law Enforcement,40,40.263333333333335,59.736666666666665,Medium Resilience
Broadcast Journalist,Construction,40,39.66666666666666,60.33333333333334,Medium Resilience
Communications,Sales & Marketing,40,34.666666666666664,65.33333333333334,Medium Resilience
Communications Officer,Hospitality,40,40.016666666666666,59.983333333333334,Medium Resilience
Content Specialist,Communication & PR,40,32.52333333333333,67.47666666666666,Medium Resilience
Creative Producer,Data & IT,40,37.86,62.14,Medium Resilience
Proofreader,Administrative & Clerical,40,31.046666666666667,68.95333333333333,Medium Resilience
Sound Technician,Leadership & Strategy,40,38.45,61.55,Medium Resilience
Technical Designer,Medical & Healthcare,40,31.61,68.39,Medium Resilience
Qa Analyst,Supply Chain & Logistics,40,39.54333333333334,60.45666666666666,Medium Resilience
Clinical Nurse Educator,Law Enforcement,40,38.02666666666666,61.97333333333334,Medium Resilience
Computer Teacher,Construction,40,35.81666666666667,64.18333333333334,Medium Resilience
Early Childhood Education,Sales & Marketing,40,34.513333333333335,65.48666666666666,Medium Resilience
